,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
280,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC402', 'CCC407']","['B-', 'C-']","['CCC617', 'CCC611', 'CCC215']","['B', 'B-', 'C']","['CCC805', 'CCC319', 'CCC704']","['B', 'B-', 'B-']",['CCC114'],['B-'],['CCC510'],['A-'],,,,
281,School of Engineering,CSD,2015,"['CCC302', 'CCC510']","['A', 'A']","['CCC814', 'CCC704']","['B', 'B-']","['CCC407', 'CCC617']","['D', 'A']","['CCC407', 'CCC226', 'CCC512']","['A-', 'C', 'B-']",,,,,,,,
282,School of Engineering,CSD,2015,['CCC510'],['B'],"['CCC302', 'CCC704', 'CCC412']","['A-', 'A', 'A']","['CCC323', 'CCC801']","['A-', 'A']","['CCC820', 'CCC805']","['A', 'A']",['CCC103'],['A-'],"['CCC629', 'CCC602']","['A-', 'A']",,,,
283,School of Engineering,CED,2015,"['CCC302', 'CCC402']","['A', 'B']","['CCC319', 'CCC704', 'CCC409']","['B', 'A', 'A-']","['CCC801', 'CCC614', 'CCC312']","['A-', 'B-', 'A']","['CCC621', 'CCC113']","['A', 'A']",,,,,,,,
284,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['A'],['CCC704'],['C'],"['CCC319', 'CCC314']","['C', 'B-']","['CCC402', 'CCC611', 'CCC416', 'CCC629']","['B', 'A-', 'B-', 'A-']",,,,,,,,
285,School of Engineering,ECE,2015,"['CCC704', 'CCC319', 'CCC412']","['C', 'A', 'C-']","['CCC805', 'CCC103', 'CCC402']","['A-', 'B', 'B']","['CCC624', 'CCC407', 'CCC710', 'CCC227']","['B', 'B-', 'C', 'B-']",,,,,,,,,,
286,School of Natural Sciences,BIO,2015,['CCC704'],['C'],"['CCC402', 'CCC512', 'CCC319']","['A-', 'C', 'C']","['CCC409', 'CCC226', 'CCC103']","['A', 'B', 'B']","['CCC228', 'CCC416']","['D', 'A']","['CCC602', 'CCC411', 'CCC615']","['B', 'B', 'B']",,,,,,
287,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A'],"['CCC302', 'CCC704']","['F', 'D']","['CCC312', 'CCC402']","['F', 'C-']","['CCC217', 'CCC302']","['F', 'B-']",['CCC114'],['F'],"['CCC331', 'CCC115']","['B-', 'B']",,,,
288,School of Engineering,CSD,2015,['CCC510'],['B-'],['CCC704'],['A-'],"['CCC617', 'CCC402']","['A', 'B']","['CCC622', 'CCC214']","['B', 'D']","['CCC319', 'CCC114', 'CCC821']","['B', 'C-', 'A-']","['CCC630', 'CCC805']","['B', 'A']",,,,
289,School of Engineering,MED,2015,"['CCC302', 'CCC412', 'CCC402', 'CCC617', 'CCC215']","['B', 'C', 'B', 'A-', 'F']","['CCC704', 'CCC512']","['B-', 'B-']","['CCC515', 'CCC115']","['B', 'B-']","['CCC319', 'CCC103', 'CCC805', 'CCC227']","['B-', 'B', 'B-', 'F']",,,,,,,,
290,School of Engineering,CSD,2015,['CCC510'],['A'],"['CCC302', 'CCC407', 'CCC704']","['A-', 'B-', 'A']","['CCC617', 'CCC805']","['A', 'B']","['CCC820', 'CCC402']","['B-', 'A-']","['CCC626', 'CCC821']","['A', 'A-']","['CCC414', 'CCC416']","['A', 'A-']",,,,
291,School of Engineering,EED,2015,['CCC704'],['C'],"['CCC410', 'CCC402']","['A-', 'B-']","['CCC323', 'CCC801']","['A-', 'C']","['CCC214', 'CCC614']","['A', 'B']",['CCC114'],['B-'],"['CCC103', 'CCC416']","['B-', 'A-']",,,,
292,School of Engineering,ECE,2015,"['CCC704', 'CCC302']","['B', 'A']","['CCC402', 'CCC410']","['A-', 'B']","['CCC512', 'CCC103', 'CCC319']","['B-', 'A', 'A']","['CCC214', 'CCC510', 'CCC801']","['C', 'A-', 'A-']","['CCC411', 'CCC626']","['A', 'A']",,,,,,
293,School of Natural Sciences,BIO,2015,['CCC704'],['B'],"['CCC402', 'CCC319', 'CCC512']","['A', 'A-', 'C']","['CCC226', 'CCC409', 'CCC103']","['B', 'A-', 'A']","['CCC228', 'CCC416']","['C-', 'A-']","['CCC615', 'CCC602', 'CCC411']","['B', 'B', 'A-']",,,,,,
294,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],"['CCC704', 'CCC302']","['B-', 'B']","['CCC402', 'CCC319']","['B', 'A']",['CCC226'],['A-'],"['CCC613', 'CCC327']","['B-', 'B-']",['CCC103'],['B-'],,,,
295,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['B'],"['CCC302', 'CCC704']","['A', 'B']","['CCC215', 'CCC319', 'CCC221']","['B', 'B', 'C']","['CCC103', 'CCC623']","['B-', 'C']",,,,,,,,
296,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['B', 'C-']","['CCC814', 'CCC704']","['B', 'B']","['CCC319', 'CCC215', 'CCC512']","['B-', 'B-', 'B-']",['CCC402'],['C'],['CCC411'],['W'],"['CCC115', 'CCC416', 'CCC229', 'CCC711', 'CCC602']","['B', 'B-', 'B', 'B', 'B-']",,,,
297,School of Engineering,ECE,2015,"['CCC302', 'CCC704', 'CCC822', 'CCC407', 'CCC402']","['B', 'D', 'B-', 'B-', 'C-']","['CCC319', 'CCC821', 'CCC331']","['C', 'B', 'D']",,,,,,,,,,,,
298,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['B-', 'A']","['CCC704', 'CCC319']","['B-', 'A-']","['CCC103', 'CCC402']","['A', 'B']","['CCC403', 'CCC609']","['A-', 'A']",['CCC327'],['A'],['CCC414'],['A-'],,,,
299,School of Engineering,EED,2015,['CCC704'],['B'],"['CCC302', 'CCC412', 'CCC413', 'CCC312']","['A', 'B', 'C', 'A-']","['CCC512', 'CCC214']","['B', 'B-']","['CCC103', 'CCC618', 'CCC319', 'CCC611']","['A-', 'F', 'B-', 'A-']","['CCC624', 'CCC416']","['B', 'A-']",['CCC510'],['A-'],,,,
300,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC312', 'CCC407', 'CCC402']","['A-', 'C', 'B']","['CCC614', 'CCC314']","['A-', 'B']","['CCC805', 'CCC225']","['B', 'B']","['CCC115', 'CCC512']","['B', 'B']","['CCC229', 'CCC629']","['A-', 'B']",,,,
301,School of Engineering,EED,2015,"['CCC302', 'CCC704']","['A', 'B']","['CCC410', 'CCC402']","['B', 'A']","['CCC614', 'CCC801']","['B', 'A-']","['CCC109', 'CCC414', 'CCC312']","['B-', 'A-', 'A-']","['CCC411', 'CCC416']","['A-', 'A-']","['CCC516', 'CCC502']","['A-', 'B']",,,,
302,School of Engineering,CSD,2015,['CCC510'],['B-'],"['CCC302', 'CCC704']","['A', 'A']","['CCC221', 'CCC402']","['A-', 'A']",['CCC622'],['A'],,,,,,,,
303,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC302', 'CCC402', 'CCC801', 'CCC510']","['A', 'A-', 'A', 'A-']","['CCC624', 'CCC411']","['A-', 'A']",['CCC805'],['A'],,,,,,,,
304,School of Engineering,CSD,2015,['CCC510'],['B'],['CCC704'],['A'],"['CCC402', 'CCC214']","['B', 'C']",['CCC612'],['A-'],"['CCC512', 'CCC411']","['B', 'A']","['CCC805', 'CCC821']","['A', 'A']",,,,
305,School of Engineering,CSD,2015,['CCC510'],['A-'],"['CCC412', 'CCC704', 'CCC302']","['B-', 'B', 'B']","['CCC617', 'CCC402']","['A', 'B']","['CCC414', 'CCC612', 'CCC319']","['A-', 'B-', 'B']","['CCC626', 'CCC821']","['B', 'A-']",['CCC805'],['B-'],,,,
306,School of Engineering,MED,2015,"['CCC302', 'CCC610']","['A', 'B']","['CCC815', 'CCC704']","['C', 'B-']",['CCC407'],['A'],"['CCC206', 'CCC510', 'CCC319', 'CCC103']","['A-', 'A', 'B', 'A']",,,,,,,,
307,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['F'],['CCC704'],['B-'],"['CCC311', 'CCC805']","['A-', 'A-']","['CCC402', 'CCC512']","['B-', 'A-']","['CCC319', 'CCC413']","['B-', 'C']","['CCC615', 'CCC229']","['B-', 'B-']",,,,
308,School of Engineering,ECE,2015,"['CCC704', 'CCC323', 'CCC805', 'CCC319']","['C-', 'A-', 'B', 'A-']","['CCC704', 'CCC814', 'CCC801']","['B-', 'C', 'B']",,,,,,,,,,,,
309,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['A'],['CCC704'],['B-'],['CCC801'],['F'],"['CCC217', 'CCC407']","['C-', 'A-']",['CCC402'],['D'],,,,,,
310,School of Natural Sciences,BIO,2015,"['CCC412', 'CCC704']","['A', 'A-']","['CCC409', 'CCC323', 'CCC512', 'CCC402']","['A-', 'A-', 'B-', 'A-']","['CCC510', 'CCC103']","['A', 'A-']",['CCC411'],['A'],"['CCC602', 'CCC416']","['B-', 'A']",,,,,,
311,School of Engineering,CSD,2015,['CCC510'],['A-'],"['CCC302', 'CCC704']","['A-', 'A']","['CCC402', 'CCC817']","['A', 'A-']","['CCC814', 'CCC606']","['B', 'A-']",,,,,,,,
312,School of Natural Sciences,PHY,2015,['CCC510'],['B-'],"['CCC704', 'CCC217', 'CCC224', 'CCC302', 'CCC319', 'CCC512']","['B', 'A-', 'B', 'A-', 'C', 'A-']",,,,,,,,,,,,
313,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],"['CCC815', 'CCC704', 'CCC302']","['B', 'A-', 'A-']","['CCC817', 'CCC402']","['B-', 'B']","['CCC818', 'CCC103']","['A-', 'B-']",,,,,,,,
314,School of Natural Sciences,MAT,2015,"['CCC302', 'CCC510']","['A-', 'A-']",['CCC704'],['B'],['CCC407'],['A-'],"['CCC618', 'CCC402', 'CCC801']","['C-', 'B-', 'A-']","['CCC624', 'CCC101', 'CCC114']","['B', 'A-', 'B-']","['CCC602', 'CCC409', 'CCC416']","['B-', 'F', 'B']",,,,
315,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['F'],"['CCC704', 'CCC302']","['B', 'B']","['CCC110', 'CCC223']","['A', 'B']","['CCC109', 'CCC225']","['C', 'C']","['CCC805', 'CCC228', 'CCC114']","['B-', 'C', 'B-']","['CCC510', 'CCC115']","['B-', 'B']",,,,
316,School of Engineering,CSD,2015,"['CCC510', 'CCC412']","['B', 'B']","['CCC302', 'CCC704']","['A-', 'B']","['CCC402', 'CCC617']","['A', 'A']","['CCC801', 'CCC414']","['A-', 'A']","['CCC515', 'CCC821']","['B', 'A-']",['CCC416'],['A-'],,,,
317,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['A', 'A-']",['CCC704'],['B-'],"['CCC402', 'CCC613']","['B-', 'B']","['CCC214', 'CCC226']","['A-', 'D']",['CCC412'],['C'],['CCC417'],['B-'],"['CCC103', 'CCC319', 'CCC229']","['B', 'C', 'B-']",,
318,School of Engineering,MED,2015,"['CCC801', 'CCC302', 'CCC704']","['B', 'B', 'B']","['CCC214', 'CCC819', 'CCC805', 'CCC614']","['B', 'A-', 'B', 'B-']","['CCC114', 'CCC613']","['B-', 'A-']",['CCC103'],['A-'],,,,,,,,
319,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['A', 'A-']",['CCC704'],['A'],"['CCC224', 'CCC112']","['A-', 'A']","['CCC623', 'CCC810']","['A-', 'A']",['CCC115'],['A'],"['CCC630', 'CCC805']","['B', 'B']",,,,
320,School of Engineering,CSD,2015,['CCC510'],['F'],"['CCC704', 'CCC608']","['B', 'B']","['CCC801', 'CCC617', 'CCC101', 'CCC412']","['A', 'A', 'A-', 'A']","['CCC414', 'CCC325', 'CCC402', 'CCC623']","['B', 'C', 'A-', 'B']",['CCC821'],['A-'],['CCC224'],['B'],,,,
321,School of Engineering,CSD,2015,['CCC510'],['B'],"['CCC704', 'CCC805']","['B', 'A']","['CCC412', 'CCC319']","['B-', 'A-']","['CCC103', 'CCC414', 'CCC206']","['B-', 'A-', 'B']","['CCC330', 'CCC611']","['A', 'A-']","['CCC602', 'CCC801']","['B', 'B']",,,,
322,School of Engineering,CSD,2015,['CCC510'],['A-'],"['CCC312', 'CCC302', 'CCC704']","['B-', 'A', 'B']","['CCC614', 'CCC801']","['B-', 'B']","['CCC109', 'CCC414']","['C', 'A']","['CCC821', 'CCC416']","['A-', 'A-']","['CCC805', 'CCC629']","['A-', 'B']",,,,
323,School of Engineering,ECE,2015,"['CCC704', 'CCC101', 'CCC801', 'CCC319']","['C', 'B', 'B-', 'C']","['CCC622', 'CCC609']","['A', 'D']","['CCC228', 'CCC626', 'CCC515']","['B', 'B-', 'B']",,,,,,,,,,
324,School of Natural Sciences,BIO,2015,['CCC704'],['C'],"['CCC319', 'CCC409', 'CCC112', 'CCC402']","['A-', 'A-', 'B', 'A']","['CCC325', 'CCC114']","['A-', 'A']","['CCC312', 'CCC311', 'CCC417', 'CCC329']","['A-', 'A', 'A', 'A-']","['CCC805', 'CCC615']","['B', 'B']",,,,,,
325,School of Engineering,ECE,2015,"['CCC704', 'CCC302']","['B-', 'B']","['CCC813', 'CCC402']","['A-', 'C-']","['CCC614', 'CCC323']","['B', 'A-']","['CCC606', 'CCC805', 'CCC612']","['A-', 'A', 'B']","['CCC103', 'CCC417']","['B', 'A']",['CCC510'],['A-'],,,,
326,School of Engineering,CSD,2015,"['CCC510', 'CCC412']","['A-', 'B-']","['CCC704', 'CCC302']","['A-', 'A-']","['CCC617', 'CCC402']","['A', 'A']","['CCC801', 'CCC414']","['A-', 'A']","['CCC821', 'CCC515']","['A', 'A']",['CCC416'],['A-'],,,,
327,School of Engineering,ECE,2015,['CCC704'],['B-'],['CCC510'],['B-'],['CCC402'],['B-'],"['CCC225', 'CCC609']","['B-', 'D']",['CCC412'],['B'],,,,,,
328,School of Engineering,MED,2015,"['CCC412', 'CCC302']","['B-', 'B']",['CCC704'],['A-'],"['CCC323', 'CCC801']","['A-', 'B-']","['CCC402', 'CCC214']","['A-', 'A-']",,,,,,,,
329,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['A-', 'B']",['CCC704'],['B'],"['CCC323', 'CCC402', 'CCC101']","['A-', 'B', 'A-']","['CCC319', 'CCC612']","['B', 'B-']","['CCC710', 'CCC411', 'CCC626']","['A-', 'B-', 'B-']","['CCC416', 'CCC823']","['A-', 'C']",,,,
330,School of Engineering,EED,2015,['CCC704'],['C'],"['CCC302', 'CCC613', 'CCC402']","['A', 'A-', 'C']","['CCC412', 'CCC801']","['C-', 'C']","['CCC214', 'CCC602']","['B', 'A-']","['CCC114', 'CCC227']","['C', 'B']","['CCC823', 'CCC805', 'CCC801']","['C-', 'B-', 'B']",,,,
331,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC214', 'CCC413']","['C', 'B']","['CCC412', 'CCC801']","['A', 'B-']","['CCC609', 'CCC622']","['A-', 'B-']","['CCC227', 'CCC626']","['A-', 'A']","['CCC319', 'CCC414']","['C', 'A-']",,,,
332,School of Engineering,CSD,2015,['CCC510'],['F'],"['CCC407', 'CCC302', 'CCC704']","['B-', 'B', 'B-']","['CCC410', 'CCC602']","['B-', 'B']","['CCC621', 'CCC402', 'CCC331']","['B-', 'B-', 'C']",,,,,,,,
333,School of Engineering,EED,2015,['CCC704'],['C'],"['CCC814', 'CCC217']","['A', 'B']",['CCC510'],['A'],"['CCC416', 'CCC629']","['B-', 'A']",,,,,,,,
334,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],['CCC704'],['B'],"['CCC817', 'CCC801']","['A', 'B']","['CCC103', 'CCC109', 'CCC113', 'CCC622', 'CCC402']","['B', 'A-', 'A-', 'A-', 'A-']",,,,,,,,
335,School of Natural Sciences,PHY,2015,['CCC510'],['A-'],"['CCC704', 'CCC302']","['B-', 'A-']","['CCC410', 'CCC414']","['A-', 'A-']","['CCC512', 'CCC113']","['B', 'A']","['CCC515', 'CCC327']","['B', 'A-']","['CCC502', 'CCC516']","['B', 'A-']",,,,
336,School of Engineering,CSD,2015,['CCC510'],['A-'],"['CCC608', 'CCC704', 'CCC815']","['B', 'B-', 'B']","['CCC414', 'CCC611']","['A', 'B']","['CCC226', 'CCC609']","['D', 'B-']","['CCC821', 'CCC515']","['B', 'B-']","['CCC319', 'CCC416']","['B', 'B']",,,,
337,School of Engineering,CSD,2015,['CCC510'],['A'],"['CCC704', 'CCC302', 'CCC412']","['B', 'A-', 'B']","['CCC611', 'CCC402']","['B', 'A']","['CCC805', 'CCC226', 'CCC103']","['B', 'A-', 'A-']",['CCC114'],['A-'],,,,,,
338,School of Humanities & Soc Sci,ECO,2016,"['CCC302', 'CCC704', 'CCC412']","['A-', 'B', 'B-']","['CCC805', 'CCC314', 'CCC103']","['A-', 'B', 'C-']","['CCC402', 'CCC801', 'CCC319']","['B', 'B', 'B-']",['CCC613'],['A-'],['CCC416'],['A-'],,,,,,
339,School of Engineering,EED,2015,['CCC704'],['C'],"['CCC302', 'CCC413', 'CCC111']","['A-', 'B', 'F']","['CCC322', 'CCC103']","['B-', 'A']",['CCC510'],['A'],"['CCC821', 'CCC515']","['B', 'B']","['CCC319', 'CCC403']","['A-', 'A-']",,,,
340,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['A-', 'B-']","['CCC805', 'CCC402']","['A', 'B']","['CCC323', 'CCC613']","['A-', 'C-']","['CCC414', 'CCC226', 'CCC103']","['A-', 'B', 'B']","['CCC624', 'CCC416']","['B', 'B']",['CCC330'],['A'],,,,
341,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['A-', 'B-']",['CCC704'],['A'],"['CCC323', 'CCC319']","['A-', 'A']","['CCC510', 'CCC103']","['B-', 'B-']","['CCC416', 'CCC402']","['B', 'A-']","['CCC629', 'CCC805']","['B', 'B-']",,,,
342,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC402', 'CCC407', 'CCC801']","['A-', 'C', 'A']","['CCC805', 'CCC602', 'CCC323']","['B-', 'A-', 'A-']","['CCC612', 'CCC618', 'CCC414']","['B-', 'F', 'A']",,,,,,,,
343,School of Engineering,MED,2015,"['CCC412', 'CCC302']","['B-', 'A-']",['CCC704'],['A-'],"['CCC323', 'CCC602']","['A-', 'A-']","['CCC214', 'CCC103']","['A', 'B']",['CCC515'],['B'],"['CCC319', 'CCC823']","['B-', 'B']",,,,
344,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC312', 'CCC402']","['A-', 'B-']",['CCC805'],['B-'],"['CCC323', 'CCC311', 'CCC510']","['D', 'A', 'A']",['CCC821'],['B'],"['CCC416', 'CCC602']","['A-', 'A']",,,,
345,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['B', 'C']","['CCC412', 'CCC704']","['B', 'B-']","['CCC402', 'CCC215', 'CCC319']","['A', 'A-', 'A-']","['CCC510', 'CCC225', 'CCC103']","['A', 'B-', 'B']",['CCC624'],['A-'],"['CCC411', 'CCC602']","['B', 'B']",,,,
346,School of Engineering,CED,2015,"['CCC302', 'CCC412', 'CCC602']","['A-', 'B', 'B']",['CCC704'],['A'],"['CCC805', 'CCC613', 'CCC402', 'CCC110']","['B-', 'C', 'B', 'A-']","['CCC411', 'CCC820']","['A-', 'B']",,,,,,,,
347,School of Engineering,CSD,2015,"['CCC510', 'CCC302']","['B', 'A']","['CCC815', 'CCC704']","['B', 'B']","['CCC617', 'CCC101', 'CCC407', 'CCC821', 'CCC114']","['A', 'A-', 'B-', 'A', 'C']",['CCC103'],['A-'],,,,,,,,
348,School of Engineering,EED,2015,['CCC704'],['B'],"['CCC302', 'CCC402', 'CCC413', 'CCC815']","['A-', 'B', 'A-', 'A-']","['CCC614', 'CCC805']","['B-', 'B-']","['CCC415', 'CCC618', 'CCC319', 'CCC323', 'CCC103', 'CCC416']","['A-', 'B', 'A', 'A-', 'A-', 'A-']",,,,,,,,
349,School of Engineering,EED,2015,['CCC704'],['C-'],"['CCC402', 'CCC501']","['C-', 'B-']","['CCC101', 'CCC323', 'CCC319']","['B', 'A-', 'A-']","['CCC109', 'CCC103']","['A-', 'B']","['CCC822', 'CCC407', 'CCC515']","['D', 'B-', 'B']",['CCC115'],['B'],,,,
350,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],"['CCC815', 'CCC704']","['A-', 'A-']","['CCC319', 'CCC410']","['A-', 'A']","['CCC415', 'CCC226']","['A-', 'A-']","['CCC822', 'CCC821']","['A', 'C-']","['CCC512', 'CCC416']","['B-', 'A-']",,,,
351,School of Engineering,CED,2015,"['CCC801', 'CCC302']","['B-', 'A-']",['CCC704'],['B-'],['CCC110'],['C'],"['CCC402', 'CCC225', 'CCC614', 'CCC103', 'CCC411']","['B-', 'F', 'F', 'F', 'F']",,,,,,,,
352,School of Engineering,CSD,2015,"['CCC510', 'CCC302']","['F', 'A']","['CCC704', 'CCC407', 'CCC412']","['B-', 'A', 'B']","['CCC410', 'CCC617']","['A-', 'A']","['CCC510', 'CCC103']","['A-', 'A-']","['CCC319', 'CCC411']","['A-', 'A']","['CCC805', 'CCC629']","['B', 'B']",,,,
353,School of Engineering,CSD,2015,['CCC510'],['A'],"['CCC704', 'CCC412']","['B', 'D']","['CCC805', 'CCC602']","['D', 'B']","['CCC214', 'CCC414']","['F', 'B']","['CCC319', 'CCC626', 'CCC228', 'CCC114']","['B', 'B-', 'B-', 'C']","['CCC103', 'CCC416', 'CCC629']","['B', 'B-', 'A-']",,,,
354,School of Engineering,CSD,2015,"['CCC510', 'CCC302']","['C', 'B']","['CCC704', 'CCC608', 'CCC407']","['B', 'C', 'B-']",['CCC805'],['C'],"['CCC114', 'CCC609']","['B', 'A-']","['CCC515', 'CCC626', 'CCC821']","['B-', 'A', 'B']","['CCC319', 'CCC103']","['C', 'B-']",,,,
355,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],['CCC704'],['D'],"['CCC224', 'CCC302']","['B-', 'A-']",['CCC621'],['B-'],"['CCC822', 'CCC402', 'CCC319']","['B-', 'C-', 'C-']",['CCC319'],['D'],,,,
356,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['B', 'B-']","['CCC704', 'CCC815']","['B', 'A-']",['CCC402'],['A-'],"['CCC621', 'CCC810']","['B', 'B-']","['CCC103', 'CCC114']","['B', 'C-']","['CCC630', 'CCC602', 'CCC319']","['A-', 'B', 'C']",,,,
357,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['B', 'B']",['CCC704'],['B'],"['CCC323', 'CCC319']","['A-', 'A-']","['CCC621', 'CCC510']","['A-', 'B-']","['CCC413', 'CCC416']","['B', 'B']",['CCC805'],['A'],,,,
358,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['A-'],"['CCC302', 'CCC704']","['A-', 'C']",['CCC323'],['A-'],"['CCC113', 'CCC614', 'CCC325']","['A', 'C-', 'B']",,,,,,,,
359,School of Engineering,EED,2015,['CCC704'],['B-'],"['CCC814', 'CCC302', 'CCC402']","['B', 'A', 'B']",['CCC323'],['B'],"['CCC510', 'CCC103', 'CCC805', 'CCC602']","['A', 'B', 'A', 'B']",,,,,,,,
360,School of Natural Sciences,CHY,2015,['CCC510'],['B-'],"['CCC412', 'CCC704']","['B-', 'B']","['CCC614', 'CCC402']","['C', 'A-']","['CCC319', 'CCC602']","['A-', 'C']",['CCC327'],['B'],"['CCC823', 'CCC103', 'CCC416']","['D', 'B', 'B']",,,,
361,School of Engineering,CSD,2015,"['CCC302', 'CCC510']","['B', 'B']",['CCC704'],['A-'],"['CCC323', 'CCC402', 'CCC801']","['A-', 'B-', 'A-']","['CCC614', 'CCC606', 'CCC612']","['B', 'A-', 'B-']",,,,,,,,
362,School of Engineering,EED,2015,['CCC704'],['B'],"['CCC402', 'CCC816', 'CCC302']","['B-', 'A-', 'A-']","['CCC319', 'CCC103', 'CCC221']","['B', 'A', 'C']","['CCC323', 'CCC206', 'CCC407']","['B', 'B', 'A-']",['CCC710'],['C'],"['CCC416', 'CCC805']","['A-', 'B-']",,,,
363,School of Engineering,CHD,2015,['CCC510'],['A'],['CCC704'],['B-'],"['CCC402', 'CCC614']","['B', 'B']","['CCC319', 'CCC103']","['A', 'A']","['CCC412', 'CCC329', 'CCC411', 'CCC416']","['A', 'A-', 'A', 'A-']","['CCC414', 'CCC629']","['B', 'B']",,,,
364,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['C', 'B']",['CCC704'],['A-'],"['CCC412', 'CCC407', 'CCC323', 'CCC805']","['C', 'B', 'B', 'C']","['CCC225', 'CCC402']","['B', 'B']",['CCC103'],['C'],['CCC510'],['A-'],,,,
365,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC801', 'CCC302', 'CCC402']","['A', 'A', 'B-']","['CCC805', 'CCC602', 'CCC323']","['B', 'A-', 'A']","['CCC103', 'CCC414', 'CCC319']","['B-', 'A', 'B']",['CCC821'],['A-'],['CCC416'],['A-'],,,,
366,School of Engineering,CSD,2015,['CCC510'],['A'],"['CCC704', 'CCC407']","['C', 'F']",['CCC602'],['A-'],['CCC621'],['B'],['CCC319'],['B'],"['CCC629', 'CCC630']","['B', 'A']",,,,
367,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC805', 'CCC402', 'CCC302']","['C', 'A', 'A-']","['CCC614', 'CCC409']","['B', 'A-']","['CCC226', 'CCC618']","['B', 'B']","['CCC624', 'CCC411']","['B', 'A-']",['CCC103'],['A'],,,,
368,School of Humanities & Soc Sci,SOC,2015,"['CCC510', 'CCC302']","['C', 'A-']",['CCC704'],['B'],"['CCC224', 'CCC319', 'CCC402', 'CCC614']","['B', 'A', 'B', 'B']","['CCC323', 'CCC225']","['A', 'A-']",,,,,,,,
369,School of Engineering,EED,2015,['CCC704'],['C-'],"['CCC302', 'CCC402']","['A-', 'B-']","['CCC319', 'CCC407']","['A-', 'B']","['CCC618', 'CCC801']","['D', 'A-']","['CCC103', 'CCC624', 'CCC114']","['A-', 'A-', 'B-']",['CCC510'],['A-'],,,,
370,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC302', 'CCC805', 'CCC402', 'CCC413']","['A', 'A-', 'B', 'B-']","['CCC611', 'CCC801']","['B', 'B']","['CCC103', 'CCC323', 'CCC510']","['B', 'A-', 'A']",['CCC407'],['A-'],"['CCC602', 'CCC416']","['A-', 'B']",,,,
371,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC402', 'CCC302', 'CCC805']","['A-', 'A-', 'C-']","['CCC407', 'CCC323']","['B', 'A-']","['CCC618', 'CCC226']","['C', 'B']","['CCC624', 'CCC103']","['A-', 'A']",['CCC510'],['A-'],,,,
372,School of Engineering,CSD,2015,"['CCC510', 'CCC101', 'CCC402', 'CCC323']","['A-', 'A', 'B', 'B']","['CCC414', 'CCC704']","['A', 'B']","['CCC329', 'CCC319', 'CCC114']","['A-', 'B', 'B']","['CCC629', 'CCC416']","['A-', 'B-']",,,,,,,,
373,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['B', 'A-']","['CCC514', 'CCC704', 'CCC225', 'CCC114', 'CCC412']","['B-', 'C', 'B-', 'B-', 'B-']",['CCC402'],['A-'],"['CCC215', 'CCC115']","['A', 'A']",,,,,,,,
374,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['B-'],"['CCC302', 'CCC704']","['B', 'C']","['CCC402', 'CCC319']","['B', 'A']","['CCC326', 'CCC103']","['B', 'B']",,,,,,,,
375,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['C-'],"['CCC302', 'CCC704']","['A-', 'A-']","['CCC215', 'CCC314']","['A-', 'A-']","['CCC402', 'CCC611', 'CCC319']","['A-', 'A', 'B-']",,,,,,,,
