,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
171,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['B', 'B-']","['CCC402', 'CCC816']","['B', 'A']","['CCC414', 'CCC311', 'CSD207']","['A', 'A-', 'A-']","['CCC609', 'CCC226']","['A-', 'D']","['CCC407', 'CCC515', 'CCC624', 'CED206']","['B', 'A', 'B', 'B-']","['MEC102', 'CCC801', 'OHM401']","['B', 'A', 'B-']",,,,
172,School of Natural Sciences,MAT,2015,"['CCC510', 'ENG104', 'CCC805', 'CCC302']","['C', 'B-', 'B-', 'A-']","['ENG425', 'HIS208', 'CCC704', 'CCC218']","['A-', 'A', 'B', 'A']","['CCC101', 'CCC801']","['A', 'A']","['CCC217', 'ENG215']","['A-', 'A']","['CCC327', 'HIS308', 'IRG106']","['A', 'A', 'A-']",['CCC711'],['A'],,,,
173,School of Engineering,CSD,2015,"['CCC412', 'CCC510']","['B-', 'A-']","['CCC704', 'CCC302']","['A-', 'A-']","['ECO101', 'CCC512', 'CCC402']","['C', 'B-', 'B']","['CCC622', 'MAT430', 'CCC612']","['A', 'B', 'B-']","['CCC103', 'CCC626', 'MAT386', 'MKT202']","['B-', 'A-', 'A', 'A']","['CCC805', 'CCC602']","['A', 'A-']",,,,
174,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['B-'],"['CCC704', 'CCC302']","['B', 'A-']","['CCC407', 'CCC323', 'SOC101', 'CCC222']","['C', 'A-', 'B', 'D']","['CCC225', 'CCC217', 'SOC303', 'CCC325']","['B-', 'A-', 'A', 'C']","['SOC201', 'SOC317', 'SOC204', 'CCC329']","['A-', 'A-', 'A-', 'B-']","['CCC805', 'CCC416', 'SOC203', 'SOC412']","['D', 'B-', 'A-', 'B-']",,,,
175,School of Engineering,MED,2015,"['MAT201', 'CCC302', 'CCC412']","['C', 'A-', 'B-']","['PHY102', 'CCC407', 'CCC704']","['B-', 'C', 'B']","['CCC103', 'CCC611', 'DES101']","['A', 'B-', 'B']","['DES111', 'CCC319', 'CCC214', 'CCC805', 'CCC411']","['B', 'A', 'B-', 'A', 'A-']","['CCC515', 'DES131', 'CCC402']","['B-', 'A-', 'A-']","['DES121', 'CCC602', 'CCC416']","['A-', 'A-', 'A-']",,,,
176,School of Engineering,ECE,2015,"['CCC704', 'CCC302']","['C', 'A']","['CCC801', 'CCC319', 'CCC412', 'CCC402']","['A-', 'B', 'A-', 'A']","['CCC512', 'COM199', 'CCC215']","['C', 'A-', 'B-']","['CCC323', 'CCC226', 'COM193']","['A', 'D', 'A-']","['CCC103', 'CED206', 'CCC515']","['A-', 'A-', 'A-']","['COM197', 'CCC805']","['A-', 'A-']",,,,
177,School of Engineering,ECE,2015,['CCC704'],['B-'],"['STM101', 'CCC218', 'CCC402', 'CCC302']","['B-', 'F', 'B-', 'A']","['CCC221', 'OHM103', 'CCC801', 'STM302']","['B-', 'A-', 'B-', 'A-']","['MEC102', 'CCC506', 'CCC819', 'CCC810', 'CCC622']","['B', 'A-', 'B', 'B-', 'B-']","['CCC821', 'CCC624', 'OHM401', 'FAC203']","['B', 'B', 'B', 'B-']","['ISM101', 'CCC805']","['B', 'B']",,,,
178,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['F'],"['CCC302', 'CCC704']","['B', 'B-']","['SOC312', 'CCC412', 'SOC101', 'CCC223']","['A-', 'D', 'A-', 'C']","['CCC609', 'CCC225', 'SOC220']","['A-', 'B', 'A-']","['CCC822', 'SOC204', 'SOC317']","['C', 'B', 'C']","['CCC229', 'SOC221', 'IRG202', 'SOC203', 'CCC711']","['B-', 'B', 'B', 'A-', 'B']",,,,
179,School of Engineering,EED,2015,['CCC704'],['A-'],"['CCC402', 'CCC410']","['A', 'A-']","['CCC602', 'PHY207', 'CCC512']","['A', 'A', 'B-']","['CCC214', 'CCC614', 'PHY202', 'PHY208']","['A', 'B', 'B-', 'A-']","['CCC821', 'PHY201']","['B-', 'A-']","['PHY302', 'CCC416']","['B', 'A-']",,,,
180,School of Natural Sciences,PHY,2015,['CCC510'],['C'],['CCC704'],['B'],"['SOC114', 'CCC214', 'MAT260', 'CCC414']","['B', 'A', 'D', 'A']","['CCC818', 'ENG316', 'CCC609']","['C', 'A-', 'C']","['HIS203', 'CCC103', 'CCC402']","['A-', 'B-', 'A']","['CCC823', 'HIS209', 'CCC512']","['C-', 'A-', 'B-']",,,,
181,School of Engineering,CSD,2015,['CCC510'],['B-'],"['CCC218', 'CCC704']","['A-', 'A-']","['CCC110', 'CCC224', 'MAT260']","['A-', 'B-', 'B']","['BDA690', 'BDA650']","['A-', 'A']","['CCC822', 'MAT442', 'BDA655', 'CCC402']","['A-', 'A', 'A', 'A-']","['CCC512', 'CCC228']","['B-', 'A']",,,,
182,School of Engineering,MED,2015,"['CCC302', 'MAT201', 'CCC801']","['B', 'C', 'C-']",['PHY102'],['B-'],['MAT201'],['A'],"['ECO101', 'CCC412']","['C', 'C']","['CCC704', 'ECO102', 'CCC319']","['B-', 'A-', 'B']","['CCC402', 'CCC103', 'PHY207']","['C', 'B', 'B']","['CCC510', 'ECO221', 'CED308']","['A-', 'B-', 'B-']",,
183,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],"['CCC302', 'ENG425', 'HIS104', 'CCC704']","['A', 'A', 'A', 'A']","['CCC221', 'CCC817', 'ENG235']","['A', 'A', 'A-']","['CCC226', 'HIS208', 'CCC609']","['B', 'A', 'A']","['CCC327', 'IRG106', 'ENG240']","['A', 'A', 'A']","['HIS209', 'CCC319', 'ENG244', 'CCC115']","['A', 'A', 'A-', 'A']",,,,
184,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],"['CCC704', 'ART101', 'ENG216']","['B', 'A', 'A']","['CCC222', 'ENG210', 'CCC402']","['B-', 'A', 'A']","['CCC217', 'MKT201']","['A-', 'C-']",,,,,,,,
185,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['A-'],['CCC704'],['C-'],"['COM199', 'COM198', 'CCC611', 'CCC402']","['A-', 'A-', 'A-', 'B-']","['COM197', 'ADP100', 'CCC217']","['B', 'A', 'A']","['CCC412', 'CCC319']","['B', 'A']","['CCC711', 'CCC228']","['B', 'B']",,,,
186,School of Engineering,CHD,2015,['CCC510'],['C-'],['CCC704'],['B-'],"['ECO101', 'CCC817', 'CCC402']","['C-', 'B-', 'B']","['ECO102', 'CCC512', 'CCC326']","['A-', 'B-', 'D']","['CCC418', 'CCC319', 'CCC329', 'CED206', 'ADP112', 'CCC103']","['B', 'B-', 'B-', 'B-', 'B-', 'B']","['CCC805', 'CCC602']","['B-', 'F']",,,,
187,School of Engineering,MED,2015,"['MAT201', 'CCC302']","['C', 'A-']","['CCC704', 'PHY102']","['A', 'C-']","['ECO101', 'CCC402', 'CCC613']","['C', 'A', 'B']","['CCC805', 'ECO102', 'CCC810', 'CCC621']","['C', 'A-', 'A', 'B']",['ECO301'],['B-'],"['CCC229', 'ECO327', 'CCC103', 'ECO221']","['A-', 'A', 'B', 'B-']",,,,
188,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['F'],"['CCC704', 'SOC202', 'CCC609', 'CCC512', 'SOC211']","['C-', 'F', 'C', 'F', 'B-']","['HIS204', 'CCC822', 'CCC512']","['C-', 'A-', 'B-']","['CCC224', 'CCC330', 'SOC412']","['A-', 'B', 'F']",,,,,,,,
189,School of Engineering,CSD,2015,['CCC510'],['C'],"['CCC704', 'CCC302']","['B-', 'A-']","['MAT260', 'CCC402', 'CCC319']","['B-', 'A', 'A-']","['CCC609', 'CCC415']","['D', 'A-']","['CCC416', 'CCC821', 'MAT442']","['A-', 'A-', 'A-']","['HIS104', 'CCC403', 'HIS103', 'CCC615']","['A-', 'A', 'A-', 'A-']",,,,
190,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],"['CCC302', 'CCC815', 'CCC704']","['A-', 'B', 'B-']",['CCC412'],['D'],"['IRG101', 'CCC805', 'CCC622']","['B-', 'B', 'A-']","['ADP310', 'OHM401', 'ADP112', 'CCC103']","['A-', 'B-', 'A-', 'A-']","['CCC502', 'CCC516', 'CSD101']","['A-', 'A-', 'B-']",,,,
191,School of Engineering,MED,2015,"['CCC302', 'MAT201', 'CCC801']","['A-', 'C-', 'B-']","['PHY102', 'CCC407', 'CCC704']","['D', 'C', 'B-']","['CCC412', 'CCC512']","['A-', 'B-']","['CCC612', 'MAT431']","['B-', 'C']","['CCC329', 'PHY207', 'CCC103']","['B-', 'B-', 'C-']","['CCC805', 'CCC319', 'MAT386', 'OHM401']","['B', 'B-', 'C-', 'B']",,,,
192,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],"['CCC704', 'HIS104', 'CCC409', 'ART101', 'CCC302']","['B-', 'B', 'A', 'B', 'A-']","['CCC221', 'CCC402', 'BIO202', 'CCC222', 'BIO204']","['B-', 'A', 'C', 'C', 'B-']",['CCC109'],['C-'],,,,,,,,
193,School of Engineering,EED,2015,"['CCC412', 'CCC704', 'ECO101', 'CCC302', 'CCC402']","['B-', 'C-', 'C', 'A-', 'B']","['CCC510', 'CCC704', 'ECO102']","['B-', 'B', 'A']","['CCC515', 'ECO354', 'CCC821']","['A-', 'B-', 'B']","['CED308', 'CCC801', 'CCC416', 'ECO221']","['B-', 'A-', 'B-', 'B']",,,,,,,,
194,School of Engineering,MED,2015,"['CCC302', 'CCC412', 'MAT201']","['A-', 'C-', 'B']","['CCC312', 'CCC704', 'PHY102']","['B-', 'B', 'B-']","['CSD201', 'CCC805', 'CCC323']","['B', 'B', 'A-']","['MAT431', 'CCC612', 'CCC319', 'OHM203', 'CCC402']","['C-', 'B-', 'B', 'B-', 'B-']","['EED206', 'CCC515', 'CCC103']","['C', 'A-', 'A']","['CCC823', 'MAT230', 'COM199']","['B-', 'B-', 'A-']",,,,
195,School of Engineering,EED,2015,['CCC704'],['C-'],"['CCC402', 'CCC801']","['B-', 'A-']","['CCC817', 'CCC323']","['B-', 'A-']","['CCC414', 'CCC614', 'CCC704', 'MED101']","['A-', 'C-', 'A-', 'B']","['CCC103', 'FAC203', 'CED206']","['B', 'B', 'B']","['MKT201', 'MGT102', 'MEC102', 'CCC510']","['C', 'A-', 'B', 'B']",,,,
196,School of Engineering,CSD,2015,['CCC510'],['A'],"['CCC704', 'CCC302']","['B-', 'A-']","['CCC323', 'CCC801', 'CCC101']","['A-', 'A-', 'A']","['OHM203', 'ISM101', 'CCC820', 'CCC411']","['A-', 'B', 'A-', 'B']","['CCC821', 'CCC114', 'OHM401', 'FAC203', 'CCC319', 'MKT202']","['B', 'B-', 'B', 'B-', 'C', 'A']","['MGT102', 'CCC805', 'MEC102']","['B', 'A-', 'B']",,,,
197,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC402', 'CCC312', 'CCC816']","['C', 'A-', 'A']","['ECO101', 'CCC314', 'CCC617']","['C', 'B', 'A-']","['ECO102', 'CCC510', 'CCC311']","['A-', 'A', 'A']","['CCC821', 'IRG206']","['A-', 'A-']","['CCC229', 'MAT434', 'IRG203']","['A', 'A-', 'C']",,,,
198,School of Engineering,CSD,2015,['CCC510'],['A'],['CCC704'],['A-'],"['CCC323', 'CCC101', 'CCC311']","['A-', 'A-', 'A-']","['HIS104', 'CCC103', 'CCC319', 'OHM203']","['A-', 'B', 'A-', 'A-']","['CCC821', 'ARC201', 'MAT160', 'CCC114']","['B', 'B', 'D', 'B-']","['MGT102', 'CCC805']","['B', 'C']",,,,
199,School of Engineering,ECE,2015,"['CCC704', 'CCC302', 'CCC402']","['C-', 'B', 'B']","['CCC510', 'CCC704']","['B-', 'B-']","['CCC329', 'CED405', 'CCC411', 'CCC103']","['A-', 'B', 'C', 'D']","['CCC805', 'CCC801', 'CCC823', 'CED308']","['B-', 'B', 'C-', 'B']",,,,,,,,
200,School of Engineering,CED,2015,"['CCC412', 'CCC302', 'CCC801', 'ECO101', 'CCC704', 'CCC602']","['B', 'B', 'D', 'C-', 'C', 'B']","['CCC214', 'CCC319', 'ECO102', 'CCC103']","['C', 'B', 'B', 'B']","['CCC402', 'CCC329']","['B-', 'A-']",['CCC805'],['B'],,,,,,,,
201,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],"['ENG114', 'CCC704', 'ART101', 'ENG216']","['F', 'C', 'A-', 'A-']","['CCC311', 'CCC224', 'ENG235']","['B', 'B', 'B']","['HIS209', 'CCC609', 'CCC113']","['B', 'B', 'A']","['HIS203', 'CCC327', 'ENG342', 'CCC822']","['B', 'A-', 'B', 'B']","['ENG446', 'CCC115', 'CCC711', 'ART649']","['A', 'A', 'A', 'A-']",,,,
202,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['B', 'B']","['CCC412', 'CCC402']","['B-', 'B']","['CCC323', 'CCC614', 'CCC805']","['B', 'B', 'B']","['CCC612', 'MAT386']","['B', 'A']","['CCC624', 'CCC103']","['A-', 'A']","['CCC319', 'CCC416', 'CCC602', 'OHM401']","['A-', 'A-', 'A-', 'A-']",,,,
203,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['B-'],['CCC704'],['C-'],"['CCC402', 'CCC314', 'COM198']","['B', 'C', 'B']","['OHM203', 'COM193', 'CCC319', 'CCC103']","['C', 'A-', 'A-', 'B']","['CCC416', 'CCC228']","['B-', 'B']","['MGT102', 'CCC512', 'OHM401', 'CSD101']","['A-', 'C-', 'B', 'D']",,,,
204,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC312', 'CCC218', 'CCC402']","['B-', 'D', 'A']","['CCC323', 'CSD205', 'CHY111']","['A-', 'C', 'B']",['CCC506'],['A-'],"['CCC515', 'CCC227', 'PHY201']","['B-', 'B-', 'A-']","['CCC319', 'CCC416', 'CHY332']","['A-', 'A', 'A']",,,,
205,School of Engineering,MED,2015,"['CCC801', 'MAT201', 'CCC302']","['C-', 'B', 'A-']","['CCC407', 'PHY102', 'CCC704']","['B', 'C', 'C']","['CCC224', 'CCC402', 'CCC319', 'ECO101']","['B', 'A', 'A-', 'C']","['ECO422', 'CCC103', 'ECO102', 'CCC510']","['A-', 'B-', 'A-', 'B-']","['PHY207', 'CCC416', 'CCC329']","['C', 'A-', 'A-']","['MEC401', 'COM199', 'CCC602', 'OHM401']","['B', 'B', 'B', 'B']",,,,
206,School of Engineering,CSD,2015,['CCC510'],['A-'],"['CCC704', 'CCC302']","['B', 'A-']","['CCC402', 'ECO101']","['A', 'B-']","['CCC226', 'ISM101', 'CCC609']","['C-', 'B', 'B']","['ENG240', 'CCC103', 'OHM401', 'CCC319', 'CCC611']","['B', 'C', 'B', 'C', 'B']","['BIO310', 'CCC801', 'CCC414']","['C-', 'B-', 'A-']",,,,
207,School of Engineering,CSD,2015,"['CCC510', 'CCC412']","['A', 'B']","['CCC704', 'CCC302']","['A', 'A-']","['CCC402', 'CCC613', 'ECO101']","['A', 'B', 'B']","['ECO102', 'CCC319', 'CCC622']","['A', 'B', 'A']","['ECO301', 'CCC515', 'ECO203', 'CCC821']","['A-', 'A', 'B', 'A']","['ECO221', 'CCC602']","['A', 'B']",,,,
208,School of Engineering,EED,2015,"['CCC704', 'CCC412']","['B', 'B']","['CCC413', 'CCC407']","['A', 'A-']","['CCC801', 'ECO101', 'CCC613']","['A-', 'B-', 'A-']","['CCC325', 'ECO102', 'CCC510']","['B-', 'A', 'C']","['CCC710', 'ECO354', 'CCC329']","['B-', 'B', 'A-']","['CED308', 'CCC510', 'ECO221']","['A-', 'A-', 'B']",,,,
209,School of Engineering,MED,2015,"['CCC302', 'MAT201', 'CCC801']","['B', 'C-', 'B-']",['PHY102'],['D'],['CCC805'],['C-'],"['CCC319', 'CCC704', 'MAT430']","['B-', 'B', 'C-']","['CCC402', 'CCC627']","['B-', 'B-']","['CCC615', 'ISM101', 'CED308', 'CCC103', 'OHM401', 'CCC510']","['B-', 'B-', 'B', 'C', 'B', 'A-']",,,,
210,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['A', 'B']","['CCC402', 'CCC801']","['A', 'A']","['CSD207', 'CCC412', 'OHM103']","['A-', 'A', 'A-']","['CCC612', 'MEC102']","['A', 'B']","['CCC624', 'MKT202', 'FAC203', 'CCC103']","['A-', 'A', 'A', 'A-']","['MGT201', 'CCC805', 'MKT201']","['B-', 'A', 'B-']",,,,
211,School of Engineering,MED,2015,"['CCC302', 'MAT201', 'CCC412']","['A', 'C', 'B-']","['CCC815', 'CCC704', 'PHY102']","['B-', 'B', 'C']","['ECO101', 'CCC414', 'CCC402']","['B-', 'A-', 'A']","['SOC114', 'CCC622', 'ECO102', 'CCC810']","['B', 'B-', 'A-', 'A']",['ECO301'],['C'],"['CCC630', 'CCC103', 'ECO221']","['B', 'A', 'B-']",,,,
212,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC402', 'CCC302', 'CCC801']","['A', 'A-', 'B']","['CCC412', 'ECO101', 'CCC319']","['A', 'C', 'A']","['CCC103', 'CCC323', 'CCC622']","['A-', 'A-', 'A']","['CCC311', 'CCC411', 'CED206']","['A', 'A-', 'A-']","['CCC805', 'OHM401', 'ADP110']","['A-', 'A-', 'A']",,,,
213,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC302', 'CCC402', 'CCC411']","['A-', 'A-', 'B-']","['CCC614', 'CCC805', 'CCC323', 'ECO101']","['B-', 'B-', 'A-', 'B']","['CCC226', 'CCC622', 'ECO102']","['C', 'A-', 'A-']","['CCC821', 'CCC515', 'ECO203']","['B', 'B', 'B']",['ECO221'],['B'],,,,
214,School of Engineering,MED,2015,"['CCC412', 'MAT201', 'CCC302']","['B-', 'B', 'A-']","['PHY102', 'CCC704', 'CCC815']","['C', 'B-', 'B-']","['CCC801', 'CCC323']","['B-', 'A-']","['MAT430', 'CCC103', 'CCC510']","['B', 'A-', 'B']","['CCC512', 'CHD213', 'CCC402', 'MAT160']","['C', 'C-', 'B-', 'C']","['CCC805', 'CCC319', 'OHM401']","['B', 'A-', 'B']",,,,
215,School of Engineering,CSD,2015,['CCC510'],['A'],"['CCC302', 'CCC704', 'CCC407']","['A', 'A', 'A-']","['CCC801', 'CCC617', 'MAT260']","['A', 'A', 'C']","['CCC402', 'CCC820', 'CCC311', 'MAT430']","['B', 'C', 'A-', 'B']","['CCC114', 'CCC411', 'MAT280', 'MAT386']","['B', 'A', 'A-', 'A-']","['CCC103', 'MAT434', 'CCC319']","['A-', 'A', 'A']",,,,
216,School of Engineering,MED,2015,"['CCC302', 'CCC412', 'MAT201']","['A', 'C', 'B-']","['CCC704', 'PHY102']","['B', 'C-']","['CCC101', 'DES101', 'CCC407']","['A-', 'A-', 'A-']","['OHM203', 'CCC319', 'DES111', 'CCC225', 'CCC103']","['B-', 'A', 'B', 'B', 'A-']","['DES131', 'CCC801', 'CCC626']","['A-', 'B-', 'F']","['CCC402', 'CCC510', 'CCC801', 'OHM401', 'DES121']","['B', 'A-', 'B-', 'C', 'B']",,,,
217,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC608', 'CCC501', 'CCC801']","['C', 'C-', 'B-']","['CCC402', 'CCC412']","['A-', 'A']","['CCC214', 'CCC602']","['A', 'A']","['CCC515', 'CCC624']","['B', 'A-']","['CCC414', 'MAT386', 'CCC409', 'MAT442']","['A-', 'A', 'A-', 'B-']",,,,
218,School of Engineering,MED,2015,"['CCC801', 'CCC302', 'MAT201']","['C', 'A', 'C']","['CCC704', 'PHY102', 'CCC412']","['B', 'C', 'B']","['CCC617', 'OHM103', 'CCC402', 'CCC224']","['A-', 'B', 'A-', 'B-']","['CCC510', 'MAT430', 'CCC103', 'CCC323']","['A', 'B', 'B', 'A-']","['OHM401', 'CCC416']","['B-', 'B-']","['OHM403', 'CCC319', 'ECO101']","['A-', 'A-', 'C']",,,,
219,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],"['CCC704', 'CCC312', 'MAT260']","['B-', 'A-', 'B']","['SOC101', 'CSD101', 'CCC805', 'CCC224']","['A-', 'B-', 'C-', 'C-']","['SOC303', 'CCC225', 'ENG112', 'MAT388', 'CCC609']","['A-', 'C', 'B', 'B', 'A-']","['SOC204', 'SOC399', 'CCC330', 'CCC402']","['B', 'A-', 'A', 'B']","['MAT283', 'SOC321', 'CCC331']","['C', 'A-', 'A-']",,,,
220,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['B', 'C']",['CCC402'],['A'],"['CCC101', 'CCC512', 'CCC409']","['A-', 'B-', 'A-']","['MAT386', 'CCC704', 'CCC323']","['B', 'A', 'A-']","['CCC329', 'CED405', 'CCC103', 'OHM401']","['A', 'A', 'A-', 'A-']","['CED308', 'CCC510', 'CCC602']","['A', 'A', 'B']",,,,
221,School of Engineering,CSD,2015,"['CCC510', 'CCC302']","['C', 'A']","['CCC704', 'CCC814']","['B-', 'B']","['CCC407', 'CCC805', 'CCC221']","['B', 'A', 'B-']","['CHY316', 'MAT442']","['A-', 'B-']","['CCC413', 'CCC412', 'OHM401', 'CCC114', 'CHD211', 'CCC626']","['C', 'A-', 'A-', 'A', 'C', 'A-']","['MAT160', 'CCC821', 'CCC629', 'CCC331']","['B-', 'A', 'A-', 'B-']",,,,
222,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['B-'],"['HIS102', 'CCC704']","['B', 'C']","['CCC223', 'CCC314', 'COM198']","['B', 'B', 'B']","['HIS208', 'CCC217']","['C-', 'A-']",['CCC327'],['A-'],"['HIS209', 'CCC629', 'HIS206', 'CCC103']","['B', 'A-', 'A-', 'C']",,,,
223,School of Engineering,MED,2015,"['MAT201', 'CCC704', 'EED102']","['A-', 'B-', 'B-']","['PHY102', 'CCC413', 'CCC402', 'CSD201', 'CCC302', 'CCC815']","['D', 'A', 'D', 'C-', 'A-', 'B']","['CCC801', 'CCC323']","['C', 'A-']","['CCC510', 'MAT430']","['A-', 'A-']","['CCC103', 'CHD213', 'CCC515']","['A', 'D', 'B']","['ECO101', 'OHM401', 'CCC805']","['B-', 'A-', 'A']",,,,
224,School of Engineering,EED,2015,"['CCC302', 'CCC704']","['A', 'B']","['CCC402', 'CCC410']","['A-', 'A-']","['CCC805', 'PHY207', 'CCC223']","['D', 'B-', 'B']","['CCC512', 'PHY202', 'PHY208', 'CCC103']","['B-', 'C-', 'A-', 'A-']","['CCC407', 'PHY201', 'CCC114']","['A-', 'B', 'A']","['CCC602', 'CCC801', 'PHY308', 'CCC319']","['A-', 'B', 'A', 'B']",,,,
225,School of Engineering,ECE,2015,"['CCC704', 'CCC302']","['B', 'A']","['CCC402', 'CCC412']","['A', 'B-']","['CCC512', 'CCC805', 'CSD205']","['B', 'A-', 'A-']","['CSD202', 'CCC612', 'CCC622']","['B', 'B', 'A']","['CCC329', 'CCC624', 'CCC626', 'CCC103']","['A', 'A-', 'B', 'B']","['MAT442', 'CCC602', 'OHM401']","['B', 'B', 'A-']",,,,
226,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC513', 'CCC402']","['B', 'C-']","['CCC617', 'COM198']","['A-', 'A-']","['CCC217', 'COM193']","['B', 'A-']","['COM199', 'CCC624']","['A-', 'A-']","['CCC801', 'CCC229', 'COM197']","['A-', 'A-', 'A-']",,,,
227,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC815', 'CCC218']","['A-', 'D']","['CCC402', 'CCC805']","['A', 'B']","['CCC103', 'CCC323', 'CCC622', 'IRG101']","['B', 'A-', 'A', 'B-']","['CCC114', 'CCC821', 'CED206']","['B-', 'B', 'B-']","['CED308', 'CCC319', 'OHM401']","['B', 'B', 'B']",,,,
228,School of Engineering,CED,2015,"['CCC402', 'CCC302']","['A', 'A']","['CCC319', 'CCC704', 'CCC409']","['B', 'A-', 'A-']","['CCC103', 'CCC817', 'ENG110', 'CCC801']","['C-', 'A-', 'B', 'B']","['CCC621', 'COM198', 'CCC805']","['A-', 'A-', 'A-']","['ENG240', 'CCC512']","['C-', 'B']","['ADP110', 'CCC602']","['A-', 'B']",,,,
229,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['B-'],['CCC704'],['C'],"['CCC319', 'CCC103', 'HIS102']","['C-', 'B-', 'B-']","['CCC611', 'HIS208', 'CCC403']","['B', 'C', 'C']","['OHM401', 'CCC512', 'CCC114']","['C', 'C', 'D']","['CCC331', 'IRG202', 'CCC115']","['C', 'C-', 'B']",,,,
230,School of Humanities & Soc Sci,ECO,2015,"['ENG110', 'ENG103', 'CCC510']","['A-', 'A-', 'A-']","['ENG109', 'CCC218', 'CCC704', 'ENG112', 'ENG114']","['A', 'B-', 'B', 'A-', 'B']","['CCC224', 'CCC402', 'ENG235']","['A-', 'B', 'A-']","['ENG326', 'CCC109', 'CCC411', 'CCC414']","['C', 'A-', 'B', 'A-']",['CCC319'],['B'],"['CCC512', 'CCC331', 'CSD101']","['B-', 'C-', 'C']",,,,
231,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC815', 'CCC402']","['B-', 'B-']","['CCC224', 'CCC323', 'SOC101', 'CCC614', 'CCC801']","['B', 'A-', 'A-', 'B-', 'A-']","['SOC103', 'CCC612', 'CCC510', 'SOC114']","['C', 'A-', 'A', 'A-']","['CCC103', 'SOC317', 'SOC115', 'SOC204']","['B-', 'A-', 'B', 'B-']","['CCC630', 'CCC821', 'CCC414', 'CCC502', 'SOC203', 'CCC516', 'CCC229']","['A-', 'A', 'B', 'B', 'A-', 'A-', 'B']",,,,
232,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['A-'],"['CCC704', 'CCC302', 'SOC103']","['C', 'B', 'B-']","['CCC805', 'ECO101', 'CCC224', 'MAT260']","['B-', 'D', 'C', 'F']","['SOC220', 'SOC303', 'CCC319']","['B', 'A-', 'B']","['CCC114', 'CCC402', 'SOC204', 'SOC317']","['B-', 'D', 'C', 'B']","['CCC228', 'SOC221', 'CCC416', 'SOC321', 'SOC203', 'SOC216']","['A-', 'A-', 'B-', 'B', 'B', 'C']",,,,
233,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['C-'],['CCC704'],['B-'],"['CCC215', 'CCC611']","['B-', 'B-']","['CCC402', 'SOC103', 'CCC319', 'CCC225']","['A-', 'B', 'B', 'A-']","['IRG206', 'IRG208', 'CCC114', 'IRG106', 'CCC329']","['B', 'B', 'B-', 'B', 'A-']","['IRG202', 'CCC331', 'IRG203']","['A-', 'B-', 'C-']",,,,
234,School of Engineering,EED,2015,"['CCC302', 'CCC704']","['A', 'B-']","['CCC410', 'CCC312', 'CCC402']","['B-', 'B', 'B']","['CCC801', 'CCC614']","['A-', 'B-']","['CCC414', 'CCC214', 'OHM401']","['A', 'B-', 'B']","['CCC103', 'CCC416', 'MKT202']","['B', 'B', 'A-']","['CCC805', 'MEC102', 'CCC629', 'CED308']","['B', 'A-', 'A-', 'B']",,,,
235,School of Humanities & Soc Sci,SOC,2015,"['MAT101', 'CCC510', 'ECO101']","['W', 'W', 'C']","['CCC704', 'ECO102', 'MAT260', 'MAT284']","['B-', 'B', 'W', 'W']",['MAT101'],['W'],"['ECO203', 'CCC319', 'MAT390', 'ECO221', 'CCC311', 'CCC314', 'ECO301']","['B', 'B', 'B', 'B-', 'F', 'A-', 'B-']","['CCC325', 'MAT388', 'CCC810']","['F', 'W', 'A-']","['CCC822', 'ECO314', 'CCC330', 'ENG443']","['B', 'A-', 'A', 'A-']",['CCC416'],['B'],,
